0	00
1	000
2	01223585334
3	02
4	0207
5	02073162414
6	03
7	04
8	05
9	050703
10	0578
11	06
12	07
13	07123456789
14	07742676969
15	07781482378
16	07821230901
17	07xxxxxxxxx
18	0800
19	08000839402
20	08000930705
21	08000938767
22	08001950382
23	08002986030
24	08006344447
25	0808
26	0825
27	0845
28	08452810073
29	0870
30	08700621170150p
31	08701417012
32	08701417012150p
33	0870241182716
34	08702840625
35	08706091795
36	08707509020
37	08712101358
38	08712300220
39	08712317606
40	08712400602450p
41	08712402050
42	08712405020
43	08712405022
44	08712460324
45	0871277810810
46	08715705022
47	0871750
48	08717898035
49	08718720201
50	08718726270
51	087187262701
52	08718727870
53	08718730666
54	08718738001
55	08719180248
56	09
57	09050001808
58	09050090044
59	09056242159
60	09058091854
61	09058094597
62	09061209465
63	09061213237
64	09061221061
65	09061221066
66	09061701461
67	09061702893
68	09061743386
69	09061743806
70	09061790121
71	09063458130
72	09064011000
73	09065174042
74	09065989182
75	09066350750
76	09066362231
77	09066364311
78	09066380611
79	09066612661
80	09071512433
81	09094646899
82	10
83	100
84	1000
85	1000s
86	100percent
87	1030
88	10am
89	10k
90	10p
91	10ppm
92	11
93	113
94	114
95	11mths
96	11pm
97	12
98	121
99	1250
100	125gift
101	12hrs
102	12mths
103	13
104	1327
105	14
106	145
107	1450
108	15
109	150
110	1500
111	150p
112	150p16
113	150pm
114	150ppermesssubscription
115	150ppm
116	153
117	16
118	169
119	177
120	18
121	18p
122	1956669
123	1hr
124	1st
125	1winaweek
126	1x150p
127	20
128	200
129	2000
130	2003
131	2004
132	2007
133	20p
134	21
135	21870000
136	21st
137	22
138	220
139	24
140	24hrs
141	25
142	250
143	250k
144	25p
145	26
146	26th
147	27
148	28
149	28days
150	29
151	2c
152	2day
153	2end
154	2find
155	2go
156	2lands
157	2marrow
158	2moro
159	2morow
160	2morrow
161	2mrw
162	2nd
163	2nite
164	2optout
165	2rcv
166	2stop
167	2stoptxt
168	2u
169	2waxsto
170	2wks
171	2yr
172	30
173	300
174	300p
175	3030
176	30pp
177	3100
178	31p
179	33
180	350
181	3510i
182	36504
183	3aj
184	3d
185	3g
186	3gbp
187	3hrs
188	3lp
189	3mins
190	3qxj9
191	3rd
192	3ss
193	3uz
194	400
195	40gb
196	41685
197	434
198	440
199	447801259231
200	450ppw
201	45239
202	4742
203	48
204	4a
205	4d
206	4eva
207	4get
208	4info
209	4mths
210	4th
211	4txt
212	4u
213	50
214	500
215	5000
216	50gbp
217	50p
218	50perwksub
219	5249
220	530
221	54
222	542
223	5free
224	5k
225	5min
226	5p
227	5pm
228	5wb
229	5we
230	600
231	6031
232	60p
233	61200
234	61610
235	62468
236	630
237	65
238	674
239	69866
240	69888
241	6days
242	6hrs
243	6pm
244	6wu
245	700
246	7250i
247	75
248	750
249	77
250	786
251	7ish
252	7pm
253	800
254	80062
255	8007
256	80082
257	80086
258	80182
259	80488
260	80608
261	8077
262	80878
263	81303
264	81618
265	82242
266	82277
267	83049
268	83222
269	83355
270	83383
271	83600
272	84025
273	84128
274	84199
275	85023
276	85069
277	8552
278	86021
279	86688
280	86888
281	87021
282	87066
283	87077
284	87121
285	87131
286	87239
287	87575
288	88039
289	88066
290	88088
291	88600
292	88888
293	89080
294	89545
295	89555
296	8pm
297	8th
298	8wp
299	900
300	92h
301	99
302	9ae
303	9am
304	9ja
305	9pm
306	9t
307	aah
308	aathi
309	ability
310	abiola
311	abj
312	able
313	abt
314	abta
315	aburo
316	ac
317	acc
318	accept
319	access
320	accident
321	accidentally
322	accordingly
323	account
324	ache
325	aco
326	acted
327	acting
328	action
329	activate
330	active
331	activities
332	actual
333	actually
334	ad
335	adam
336	add
337	added
338	addicted
339	addie
340	address
341	admin
342	admirer
343	admit
344	adore
345	ads
346	adult
347	advance
348	adventure
349	advice
350	advise
351	aeronautics
352	aeroplane
353	affair
354	affairs
355	affection
356	afraid
357	aft
358	afternoon
359	aftr
360	ag
361	age
362	age16
363	age23
364	ages
365	ago
366	ah
367	aha
368	ahead
369	ahmad
370	aight
371	ain
372	aint
373	air
374	airport
375	aiya
376	aiyah
377	aiyar
378	aiyo
379	al
380	album
381	alcohol
382	alert
383	alex
384	alfie
385	algarve
386	alive
387	allah
388	allow
389	allowed
390	alright
391	alrite
392	alwys
393	amazing
394	american
395	amp
396	amt
397	angry
398	annie
399	anniversary
400	announcement
401	annoying
402	ans
403	ansr
404	answer
405	answered
406	answering
407	answers
408	anthony
409	anti
410	anybody
411	anymore
412	anythin
413	anytime
414	anyways
415	apart
416	apartment
417	apo
418	apologise
419	app
420	apparently
421	applebees
422	apply
423	appointment
424	appreciate
425	appreciated
426	approx
427	apps
428	appt
429	april
430	ar
431	arcade
432	ard
433	area
434	aren
435	arent
436	argh
437	argue
438	argument
439	arm
440	armand
441	arms
442	arng
443	arrange
444	arrested
445	arrive
446	art
447	arts
448	asap
449	ashley
450	ask
451	askd
452	asked
453	askin
454	asking
455	asks
456	asleep
457	asp
458	ass
459	assume
460	ate
461	atlanta
462	atlast
463	atm
464	attached
465	attempt
466	attend
467	auction
468	audition
469	audrey
470	august
471	aunty
472	auto
473	available
474	avatar
475	ave
476	avoiding
477	await
478	awaiting
479	awake
480	award
481	awarded
482	away
483	awesome
484	aww
485	ayn
486	b4
487	ba
488	babe
489	babes
490	baby
491	bad
492	bag
493	bags
494	bak
495	balance
496	bang
497	bank
498	banks
499	bar
500	barely
501	basic
502	basically
503	bat
504	batch
505	bath
506	bathe
507	bathing
508	battery
509	battle
510	bay
511	bb
512	bbd
513	bcm1896wc1n3xx
514	bcoz
515	bcums
516	bday
517	bear
518	bears
519	beautiful
520	beauty
521	becoz
522	bed
523	bedrm
524	bedroom
525	beer
526	befor
527	begin
528	behave
529	bein
530	believe
531	belive
532	bell
533	belly
534	belovd
535	ben
536	beneath
537	benefits
538	best
539	best1
540	bet
541	better
542	beware
543	bf
544	bhaji
545	bid
546	big
547	bigger
548	biggest
549	billed
550	bills
551	bin
552	biola
553	bird
554	birds
555	birla
556	birth
557	birthdate
558	birthday
559	bishan
560	bit
561	bitch
562	bite
563	biz
564	bk
565	black
566	blackberry
567	bless
568	blessed
569	blessings
570	bloke
571	blonde
572	blood
573	blow
574	blue
575	bluetooth
576	bmw
577	boat
578	body
579	bold
580	bone
581	bonus
582	boo
583	book
584	booked
585	booking
586	books
587	booty
588	bored
589	boring
590	born
591	boss
592	boston
593	bother
594	bought
595	bout
596	bowl
597	box
598	box177
599	box326
600	box334sk38ch
601	box385
602	box39822
603	box97n7qp
604	boy
605	boye
606	boyfriend
607	boys
608	boytoy
609	brah
610	brain
611	brand
612	brandy
613	bray
614	break
615	breathe
616	bright
617	brilliant
618	bring
619	bringing
620	brings
621	bristol
622	british
623	britney
624	bro
625	broad
626	broke
627	bros
628	brothas
629	brother
630	brought
631	bruce
632	bruv
633	bslvyl
634	bstfrnd
635	bt
636	btw
637	bucks
638	bud
639	budget
640	buff
641	buffet
642	bugis
643	build
644	building
645	buns
646	burger
647	burning
648	bus
649	buses
650	business
651	busy
652	butt
653	buy
654	buying
655	buzy
656	buzz
657	bx420
658	bye
659	cabin
660	cafe
661	cake
662	cal
663	calculation
664	calicut
665	california
666	call2optout
667	callback
668	callcost
669	calld
670	called
671	caller
672	callers
673	callertune
674	callin
675	calling
676	calls
677	calm
678	cam
679	camcorder
680	came
681	camera
682	campus
683	canal
684	canary
685	cancel
686	cancer
687	cann
688	captain
689	car
690	card
691	cardiff
692	care
693	cared
694	career
695	careful
696	carefully
697	cares
698	caring
699	carlos
700	caroline
701	carry
702	cars
703	cartoon
704	case
705	cash
706	cat
707	catch
708	catching
709	caught
710	cause
711	cbe
712	cc
713	cd
714	cdgt
715	cds
716	celeb
717	celebrate
718	cell
719	center
720	centre
721	certainly
722	cha
723	chain
724	challenge
725	chance
726	chances
727	change
728	changed
729	changes
730	channel
731	character
732	charge
733	charged
734	charges
735	charity
736	charles
737	chase
738	chasing
739	chat
740	chatting
741	cheap
742	cheaper
743	cheating
744	chechi
745	check
746	checked
747	checking
748	cheer
749	cheers
750	cheese
751	chennai
752	cherish
753	chicken
754	chikku
755	child
756	childish
757	children
758	chill
759	chillin
760	china
761	chinese
762	chip
763	chocolate
764	choice
765	choose
766	chosen
767	christmas
768	church
769	cine
770	cinema
771	city
772	claim
773	claims
774	clark
775	class
776	cld
777	clean
778	clear
779	cleared
780	click
781	clock
782	clos1
783	close
784	closed
785	closer
786	closes
787	club
788	cm2
789	cnn
790	coast
791	cochin
792	code
793	coffee
794	coins
795	cold
796	colleagues
797	collect
798	collected
799	collecting
800	collection
801	college
802	color
803	colour
804	colours
805	com
806	com1win150ppmx3age16
807	combine
808	come
809	comedy
810	comes
811	comin
812	coming
813	common
814	community
815	comp
816	company
817	compare
818	competition
819	complaint
820	complete
821	completely
822	complimentary
823	computer
824	comuk
825	concentrate
826	concert
827	conditions
828	confidence
829	confirm
830	confirmd
831	confirmed
832	conform
833	confuses
834	congrats
835	congratulations
836	connect
837	connection
838	connections
839	consider
840	considering
841	console
842	constantly
843	contact
844	contacted
845	contacts
846	content
847	contents
848	continue
849	contract
850	convey
851	convincing
852	cook
853	cooked
854	cookies
855	cooking
856	cool
857	coping
858	copy
859	cornwall
860	correct
861	correction
862	cos
863	cost
864	costa
865	costs
866	couldn
867	countin
